cumulative_proportion,cumulative_profits,rfmz
0.00017904461791878536,55.0000,4311
0.00243500680369548091,1314.1260,4511
0.00297214065745183699,1615.1170,4514
0.00401059944138079209,2187.1710,4513
0.00501324930172599011,3245.1230,4525
0.00640979732149251593,4021.0930,4512
0.00680369548091384372,4181.0930,4213
0.00848671488935042612,4287.0870,4132
0.00956098259686313829,4760.1740,5514
0.01364319988541144453,6932.8920,5521
0.01586335314760438301,8528.0720,4523
0.01844159564563489221,10666.4740,4522
0.02066174890782783069,12047.5460,4521
0.02248800401059944138,13418.4860,4524
0.02313256463510706868,13599.5040,4411
0.02674926591706653298,15007.7020,3522
0.03072405643486356800,16589.5220,3511
0.03104633674711738165,16640.5160,4313
0.03226384014896512211,16742.5040,4141
0.03276516507913772112,17099.4620,4425
0.03319487216214280599,17761.3240,4551
0.03491370049416314546,18040.3450,3412
0.03677576452051851322,20416.1890,4543
0.03802907684595001075,21475.4590,4531
0.03953305163646780779,23037.8730,5531
0.04254100121750340186,26296.0230,4535
0.04347203323068108574,26696.9480,4422
0.04558475972212275300,26796.9480,4133
0.04981021270500608753,28220.9420,3521
0.05185132134928024065,30068.0380,4534
0.05410728353505693620,32413.1130,4544
0.05693618849817374491,33658.2780,3524
0.05883406144811286974,35467.2660,4532
0.06245076273007233404,37497.7230,3523
0.06613908185919931248,41260.2930,4545
0.06760724772613335244,43136.0650,4553
0.06868151543364606461,44271.3950,4552
0.06896798682231612119,44345.3950,4415
0.07000644560624507629,44591.4190,3225
0.07093747761942276017,44763.4070,4421
0.07437513428346343911,45917.4550,5522
0.07462579674854973862,46015.4430,4515
0.07573587337964620786,46113.4310,4221
0.07766955525316908976,47999.3830,3533
0.07877963188426555900,48170.3980,3413
0.08132206545871231113,49413.3950,5523
0.08458067750483420471,50167.2030,3512
0.08676502184344338612,51942.1580,4533
0.08952230895939268068,52743.1400,5511
0.08998782496598152262,52840.1310,4412
0.09056076774332163578,53058.1670,4324
0.09134856406216429137,53226.2090,3425
0.09338967270643844449,54377.2960,5524
0.09543078135071259761,56317.2060,4554
0.09825968631382940632,58081.4700,5533
0.09994270572226598872,58939.7220,4433
0.10047983957602234480,59344.7070,3541
0.10169734297787008526,59510.7190,4223
0.10316550884480412522,60148.8390,4231
0.10366683377497672423,60266.8870,4413
0.10688963689751486073,63023.5110,4555
0.10943207047196161286,63729.2830,3513
0.11043472033230681088,64693.0010,3552
0.11100766310964692404,64786.9650,4314
0.11158060588698703720,64880.9290,4325
0.11397980376709876104,65961.5150,4233
0.11698775334813435511,67626.6800,4335
0.12160710449043901743,70228.4810,4245
0.12278879896870300081,71118.4810,5541
0.12368402205829692762,71469.4360,4431
0.12454343622430709735,71656.3670,3224
0.12586836639690610902,71913.4000,4222
0.12901955167227673138,73453.4000,4235
0.12969992122036811575,73919.5860,4541
0.13012962830337320062,74105.5080,4323
0.13231397264198238203,75058.3880,4232
0.13285110649573873811,75197.3370,4414
0.13446250805700780636,75914.0820,4434
0.13625295423619565997,76491.8300,3525
0.13832987180405357016,77922.5450,3534
0.13918928597006373989,78429.5870,3251
0.14198238200959679153,78475.6050,4142
0.14430996204254100123,79810.1270,4234
0.14509775836138365682,79856.1450,3313
0.14968130058010456207,79971.1900,4145
0.15082718613478478838,79994.1990,3142
0.15129270214137363032,80017.2080,5215
0.15208049846021628591,80178.2710,3214
0.15523168373558690827,81739.8110,4244
0.15659242283176967702,81899.8110,3411
0.15745183699777984675,82333.7870,4441
0.15856191362887631599,82538.8620,3223
0.15895581178829764378,82834.8680,3551
0.16020912411372914131,83403.7510,4432
0.16271574876459213637,84609.5110,4333
0.16336030938909976367,85041.5890,4451
0.16497171095036883192,86382.2140,3544
0.16608178758146530116,86859.4210,4341
0.16844517653799326793,88085.9430,4242
0.17080856549452123470,89515.5040,3535
0.17295710090954665904,90694.6990,5542
0.17378070615197307170,90762.7230,4211
0.17431784000572942778,90830.7470,4214
0.17700350927451120820,92461.6540,5532
0.18065601948005442957,94496.8140,4254
0.18176609611115089881,95016.8440,4241
0.18316264413091742463,96170.0870,3554
0.18420110291484637973,96441.0030,4423
0.18706581680154694551,97885.6630,4353
0.19075413593067392395,99351.6990,4344
0.19143450547876530832,99599.5850,3231
0.19304590704003437657,100814.1800,4542
0.19526606030222731505,101870.5160,4253
0.19834562773043042326,103623.3440,4445
0.20060158991620711881,104922.0890,5543
0.20146100408221728854,105683.2900,3553
0.20461218935758791090,107597.8250,4354
0.20629520876602449330,108355.0020,3342
0.20758433001503974790,108621.9120,5513
0.21016257251307025710,110643.2520,3545
0.21130845806775048341,110754.2460,3325
0.21163073838000429706,110887.3030,5551
0.21245434362243070972,111020.3600,4322
0.21682303229964907254,113701.2600,5555
0.22112010312969992121,116112.4730,5545
0.22212275299004511923,116576.4430,3351
0.22423547948148678649,118143.8610,3555
0.22674210413234978155,119291.6930,3335
0.22953520017188283319,120460.8100,4334
0.23333094607176108285,122046.1980,4345
0.23444102270285755209,122420.1980,4251
0.23508558332736517939,122728.1980,5441
0.24052853971209625437,125565.4940,4255
0.24432428561197450403,127432.1300,5535
0.24700995488075628445,128859.3970,4454
0.24765451550526391175,129144.3670,3241
0.24923010814294922293,129845.7390,3332
0.25184415956456348921,130936.1330,4343
0.25352717897300007161,131960.5770,3543
0.25528181622860416815,132700.3370,4443
0.25674998209553820811,133483.2290,5552
0.25743035164362959248,133635.2470,4321
0.25861204612189357586,133787.2650,3515
0.26165580462651292700,135454.5390,5544
0.26419823820095967913,136600.9470,4435
0.26537993267922366251,137032.7070,5525
0.26881758934326434145,138371.1150,4243
0.27075127121678722335,139211.7100,4342
0.27229105493088877746,139405.6620,3324
0.27325789586765021841,139879.7760,4452
0.27436797249874668765,140094.6560,4225
0.27540643128267564275,140438.4640,4351
0.27730430423261476758,141405.5390,4453
0.27845018978729499389,142071.3470,3542
0.28092100551457423188,143123.0350,4352
0.28221012676358948648,143552.2450,3531
0.28446608894936618203,143808.2930,3421
0.28998066318126477116,143872.3050,4155
0.29277375922079782280,145172.3950,5534
0.29370479123397550668,145513.3620,3452
0.29495810355940700421,145683.3920,3321
0.29986392609038172311,147871.3610,4355
0.30086657595072692113,148210.4660,3341
0.30272863997708228889,148802.4420,3244
0.30405357014968130056,149223.2710,3432
0.30512783785719401273,149244.2680,4151
0.30770608035522452193,149265.2650,4134
0.30885196590990474824,149475.2350,3423
0.31078564778342763014,150126.1420,4332
0.31454558475972212273,152057.7120,4455
0.31651507555682876170,152287.7120,3514
0.31766096111150898801,152788.7840,3442
0.31866361097185418603,153080.8800,4331
0.32106280885196590987,154103.2160,3254
0.32238773902456492154,154249.2640,4224
0.32374847812074769029,154790.9520,3232
0.32546730645276802976,155497.7060,3443
0.32625510277161068535,155580.6970,3213
0.32750841509704218288,156057.8170,3454
0.32908400773472749406,156285.6850,3422
0.32958533266490009307,156492.6100,3441
0.33198453054501181691,157650.9280,5554
0.33388240349495094174,158601.5920,5553
0.33620998352789515144,159302.7540,3234
0.33864499033159063235,159941.4990,3334
0.34111580605886987034,160825.0960,4252
0.34272720762013893859,161460.7240,3242
0.34390890209840292197,161808.5380,3434
0.34637971782568215996,162830.5020,3344
0.34799111938695122821,163545.7270,3352
0.35031869941989543791,164484.0930,4444
0.35440091670844374415,166074.2200,3255
0.35776695552531690894,167216.3940,3345
0.36038100694693117522,167277.3520,4143
0.36217145312611902883,167946.3160,3532
0.36431998854114445317,168672.3700,3354
0.36646852395616987751,169357.4450,3333
0.36843801475327651648,170041.5410,3243
0.36944066461362171450,170282.3970,3431
0.37090883048055575446,170402.3970,3322
0.37345126405500250659,171241.8710,3235
0.37559979947002793093,171898.8800,3343
0.37989687030007877960,173424.9470,3355
0.38215283248585547515,174194.4660,3445
0.38365680727637327219,174626.5260,4442
0.38483850175463725557,174723.4630,3221
0.38612762300365251017,174838.4480,1514
0.38748836209983527892,174972.4360,3414
0.38838358518942920573,174991.4330,4212
0.38895652796676931889,175029.4270,5321
0.39003079567428203106,175256.3250,1525
0.39135572584688104273,175614.1810,3252
0.39182124185346988467,175858.0010,1544
0.39339683449115519585,176399.8570,3444
0.39586765021843443384,177128.3890,3353
0.39730000716178471673,177313.5390,3323
0.39841008379288118597,177387.5990,3312
0.39987824965981522593,177700.6320,5332
0.40059442813149036738,177828.7160,3215
0.40320847955310463366,178428.5360,5344
0.40363818663610971853,178609.4160,1543
0.40582253097471889994,178627.4040,3124
0.40671775406431282675,178771.3080,4424
0.40857981809066819451,178789.2960,3125
0.40958246795101339253,178807.2840,4131
0.41305593353863782854,179861.2360,3245
0.41463152617632313972,180179.9180,3233
0.41613550096684093676,180338.9810,3424
0.41814080068753133281,180849.4610,5434
0.41917925947146028791,180937.3770,3222
0.41985962901955167228,181095.5210,5351
0.42032514502614051422,181130.5210,4312
0.42265272505908472392,181707.4820,5444
0.42372699276659743609,181794.5480,5421
0.42727207620138938624,182055.7460,5243
0.43092458640693260761,182471.3140,2513
0.43296569505120676073,182557.2660,5231
0.43575879109073981237,183257.9260,3455
0.43887416744252667766,183855.4700,5435
0.44048556900379574591,183872.4610,3132
0.44463940413951156629,184937.1750,5455
0.44685955740170450477,185337.8390,5334
0.44782639833846594572,185437.8390,3314
0.44875743035164362960,185487.8390,3415
0.44986750698274009884,185670.7070,3433
0.45097758361383656808,185936.9230,3453
0.45262479409868939340,186401.2830,2535
0.45466590274296354652,186434.3040,5221
0.45996562343335959321,186812.1360,5244
0.46164864284179617561,187173.3280,3435
0.46494306381150182626,187681.8380,5335
0.46827329370479123398,188090.6970,2522
0.47128124328582682805,188139.7330,3145
0.47321492515934970995,188286.8410,5251
0.47572154981021270501,188318.8170,3154
0.47801332091957315763,188795.5380,5454
0.47948148678650719759,189127.8080,3253
0.48152259543078135071,189490.4510,5433
0.48363532192222301797,189817.3880,5353
0.48542576810141087158,190138.7480,5443
0.48632099119100479839,190349.8380,2542
0.48882761584186779345,190379.8680,3144
0.49190718327007090166,190424.9130,3135
0.49240850820024350067,190439.9280,5133
0.49326792236625367040,190454.9430,5135
0.49520160423977655230,190469.9580,3113
0.49624006302370550740,190590.0780,3331
0.49785146458497457565,190814.2700,5432
0.49888992336890353075,191008.1140,1532
0.50196949079710663896,191543.8490,5445
0.50279309603953305162,191736.9090,2554
0.50315118527537062234,191810.9330,2552
0.50648141516866003006,192281.3510,5345
0.50974002721478192364,192427.1890,5233
0.51052782353362457923,192611.1470,2543
0.51324930172599011672,192625.1470,3112
0.51357158203824393037,192667.1470,1531
0.51586335314760438299,192681.1470,3122
0.51661534054286328151,192695.1470,3211
0.51919358304089379071,193086.6750,5354
0.52059013106066031653,193336.9450,5453
0.52205829692759435649,193566.8250,5442
0.53036596719902599725,193997.9600,5255
0.53122538136503616698,194131.7560,2532
0.53258612046121893573,194198.6540,1513
0.53351715247439661961,194398.6540,1545
0.53426913986965551813,194438.6540,5411
0.53487789157057938836,194451.6420,5143
0.53566568788942204395,194529.5700,5331
0.53792165007519873950,194581.5220,5241
0.54064312826756427699,194731.2520,2521
0.54171739597507698916,194781.1620,5423
0.54422402062593998422,195042.0450,5333
0.54486858125044761152,195140.8860,3451
0.54934469669841724555,195362.8500,5253
0.55045477332951371479,195546.0120,2534
0.55664971710950368829,195826.0420,5254
0.55707942419250877316,195899.1230,1554
0.55908472391319916921,196103.5310,5343
0.56073193439805199453,196163.6510,5512
0.56126906825180835061,196256.5550,2553
0.56717754064312826753,196500.5070,5245
0.56742820310821456704,196558.3750,1553
0.56864570651006230750,196581.4260,5225
0.56989901883549380503,196770.8160,2545
0.57577168230322996488,196970.3960,5235
0.57706080355224521948,197081.3390,5352
0.57917353004368688674,197092.3210,3134
0.57953161927952445746,197125.2670,2241
0.57974647282102699989,197158.2130,1552
0.58110721191720976864,197266.3090,5431
0.58454486858125044758,197382.2970,5242
0.58518942920575807488,197403.3180,5412
0.58690825753777841435,197508.4230,1523
0.59099047482632672059,197903.2730,5355
0.59195731576308816154,197985.1170,5452
0.59249444961684451762,198036.1020,5451
0.59349709947718971564,198178.4380,2544
0.59467879395545369902,198299.3720,2533
0.59611115089880398191,198389.3720,1524
0.59775836138365680723,198419.3720,5223
0.59958461648642841792,198562.7410,5342
0.60395330516364678074,198681.9810,5234
0.60495595502399197876,198708.9450,1521
0.60534985318341330655,198759.1250,1555
0.60610184057867220507,198767.1550,5515
0.60645992981450977579,198791.2450,2541
0.60868008307670271427,198854.2570,1315
0.61183126835207333663,198901.2060,5232
0.61526892501611401557,198953.1880,5252
0.61577024994628661458,198989.3260,2452
0.61770393181980949648,199032.3440,2515
0.61791878536131203891,199053.3890,1541
0.61834849244431712378,199060.4040,4215
0.61963761369333237838,199158.2600,2555
0.62092673494234763298,199187.1790,1522
0.62124901525460144663,199197.1790,2242
0.62361240421112941340,199245.3110,1325
0.62386306667621571291,199259.3710,2551
0.62472248084222588264,199263.4010,5213
0.62525961469598223872,199267.4310,5312
0.62866146243643916058,199300.1010,2523
0.62966411229678435860,199323.3200,1232
0.63306596003724128046,199328.3800,3155
0.63700494163145455841,199330.3680,4154
0.63800759149179975643,199340.3980,2433
0.64194657308601303438,199347.9900,2512
0.64319988541144453191,199355.5820,1233
0.64366540141803337385,199357.5880,2441
0.64463224235479481480,199357.5580,5214
0.64538422975005371332,199357.4680,5424
0.64624364391606388305,199352.6630,1534
0.64760438301224665180,199342.9030,1222
0.64824894363675427910,199338.9990,2531
0.64892931318484566347,199333.1430,5341
0.65193726276588125754,199314.3650,2514
0.65315476616772899800,199306.3290,1214
0.65390675356298789652,199292.3890,2443
0.65505263911766812283,199264.3770,2444
0.65691470314402349059,199226.4730,1332
0.65888419394113012956,199211.3530,2525
0.66063883119673422610,199207.3410,5222
0.66210699706366826606,199154.1040,1235
0.66472104848528253234,199129.2540,1314
0.66586693403996275865,199114.3440,5422
0.66676215712955668546,199092.4760,1331
0.66898231039174962394,199058.2360,2424
0.66980591563417603660,199052.2600,5322
0.67080856549452123462,199034.3320,2223
0.67166797966053140435,198995.3500,1535
0.67299290983313041602,198942.3170,2445
0.67399555969347561404,198905.1040,2343
0.67714674496884623640,198843.1940,1425
0.68019050347346558754,198768.3290,2524
0.68176609611115089872,198672.0530,1344
0.68212418534698846944,198653.9570,1251
0.68609897586478550446,198590.6210,1422
0.68670772756570937469,198553.7260,2442
0.68749552388455203028,198506.8400,2454
0.68846236482131347123,198446.8400,1243
0.68932177898732364096,198404.8820,1231
0.69018119315333381069,198382.9060,1221
0.69168516794385160773,198279.5850,1354
0.69308171596361813355,198256.5940,1512
0.69745040464083649637,198004.2470,1435
0.69873952588985175097,197992.2350,3311
0.70117453269354723188,197932.1750,1321
0.70203394685955740161,197895.0910,2432
0.70471961612833918203,197844.9410,1312
0.70597292845377067956,197806.1120,2224
0.70668910692544582101,197753.0010,2453
0.71034161713098904238,197699.0610,1414
0.71188140084509059649,197644.2860,1223
0.71259757931676573794,197602.1780,1533
0.71492515934970994764,197443.5780,1433
0.71621428059872520224,197342.5030,2354
0.71847024278450189779,197164.7560,1345
0.71950870156843085289,197134.6960,5323
0.72011745326935472312,197073.6990,1252
0.72101267635894864993,197006.7530,2234
0.72337606531547661670,196822.3830,1335
0.72520232041824822739,196686.6470,1334
0.72699276659743608100,196567.8780,1333
0.72817446107570006438,196479.8180,2245
0.72896225739454271997,196425.6740,2244
0.73200601589916207111,196351.5660,1311
0.73365322638401489643,196202.9680,1353
0.73512139225094893639,196071.2980,1343
0.73687602950655303293,195952.9920,2345
0.73888132922724342898,195727.6620,1255
0.74042111294134498309,195641.5540,1225
0.74436009453555826104,195183.5060,1455
0.74643701210341617123,195139.4100,1125
0.74919429921936546579,195070.5630,1421
0.75202320418248227450,194745.3070,1444
0.75263195588340614473,194721.2770,5325
0.75850461935114230458,194622.5080,1411
0.75918498889923368895,194544.7240,1341
0.76047411014824894355,194387.2160,1244
0.76140514216142662743,194305.9910,2235
0.76398338465945713663,194168.8050,2323
0.76487860774905106344,194058.8650,1242
0.76638258253956886048,193864.0600,2455
0.76946214996777196869,193779.8440,1415
0.76996347489794456770,193723.7000,2352
0.77125259614695982230,193577.7720,1342
0.77282818878464513348,193370.9400,1254
0.77433216357516293052,193311.9160,1215
0.77580032944209697048,193252.8920,2425
0.77959607534197522014,193088.1470,1423
0.78299792308243214200,192646.0550,1355
0.78432285325503115367,192475.8150,1234
0.78514645849745756633,192440.8450,1211
0.78622072620497027850,192369.0370,2434
0.78826183484924443162,192297.2290,2415
0.79001647210484852816,192036.7660,1442
0.79159206474253383934,191849.3940,2255
0.79399126262264556318,191773.3700,2322
0.79553104633674711729,191540.0250,1452
0.79710663897443242847,191501.0400,1212
0.79878965838286901087,191421.1000,2321
0.79932679223662536695,191340.1660,1241
0.80301511136575234539,191217.2650,2314
0.80584401632886915410,191092.5650,1324
0.80663181264771180969,190968.4450,1253
0.81053498531834133057,190361.0530,1445
0.81630022201532621920,190230.8130,1412
0.81791162357659528745,190094.9870,2335
0.82195803194155983662,190049.0830,2122
0.82285325503115376343,190001.0350,2225
0.82582539568860560043,189856.2750,1313
0.82997923082432142081,189712.1310,2511
0.83080283606674783347,189663.2300,2222
0.83173386807992551735,189516.5270,1451
0.83291556255818950073,189418.7250,2332
0.83416887488362099826,189321.5420,2333
0.83628160137506266552,188976.3320,1454
0.83671130845806775039,188926.3320,2243
0.83753491370049416305,188825.2240,1441
0.83875241710234190351,188623.0080,1352
0.84072190789944854248,188516.7680,2325
0.84179617560696125465,188354.7320,2253
0.84272720762013893853,188241.9360,2344
0.84394471102198667899,188184.0320,2215
0.84541287688892071895,188060.2000,1224
0.84867148893504261253,187626.7880,1434
0.85024708157272792371,187441.0400,1431
0.85175105636324572075,187189.5680,1245
0.85479481486786507189,186932.4540,1323
0.85862636969132707862,186868.3460,2123
0.86056005156484996052,186607.3610,1432
0.86209983527895151463,186541.3130,2144
0.86374704576380433995,186474.2860,2211
0.86503616701281959455,186400.2380,2212
0.86836639690610900227,186249.3730,2412
0.86947647353720547151,186089.4330,2435
0.87176824464656592413,185673.5930,1443
0.87327221943708372117,185588.6080,2213
0.87527751915777411722,185496.6200,2315
0.87681730287187567133,185391.5900,1213
0.88043400415383513563,185177.5960,1424
0.88200959679152044681,184959.6440,2355
0.88258253956886055997,184849.4640,1351
0.88473107498388598431,184726.2990,2423
0.88705865501683019401,184222.9150,1453
0.88960108859127694614,184096.0590,2413
0.89314617202606889629,183961.2540,2411
0.89404139511566282310,183827.2660,2431
0.89629735730143951865,183674.4610,2324
0.89715677146744968838,183523.3260,2254
0.89833846594571367176,183366.0590,2233
0.90270715462293203458,183199.2000,1413
0.90650290052281028424,183008.0350,2312
0.90929599656234333588,182810.1310,1322
0.91079997135286113292,182600.3710,2334
0.91370049416314545577,182388.1370,2155
0.92136360381006946923,182280.1370,2112
0.92222301797607963896,182121.1370,2353
0.92272434290625223797,182099.1370,5425
0.92390603738451622135,182072.1370,5212
0.92412089092601876378,182070.1370,4124
0.92569648356370407496,182044.1370,5224
0.92770178328439447101,182031.1370,3133
0.92780921005514574223,182027.1370,4315
0.92795244574948077052,182019.1370,5315
0.92874024206832342611,181960.1370,2221
0.92888347776265845440,181958.1370,4114
0.92909833130416099683,181957.1370,5122
0.93060230609467879387,181873.1370,2214
0.93070973286543006509,181851.1370,1551
0.93081715963618133631,181849.1370,5112
0.93146172026068896361,181684.1370,2342
0.93250017904461791871,181657.1370,5144
0.93536489293131848449,181454.1370,2414
0.93565136431998854107,181400.1370,2231
0.93586621786149108350,181348.1370,2251
0.93890997636611043464,181187.1370,2311
0.93916063883119673415,181107.1370,1542
0.93966196376136933316,181079.1370,5414
0.93994843515003938974,181071.1370,5311
0.94073623146888204533,181008.1370,1515
0.94306381150182625503,180909.1370,2134
0.94349351858483133990,180907.1370,5132
0.94377998997350139648,180905.1370,5125
0.94521234691685167937,180884.1370,3152
0.94578528969419179253,180883.1370,5134
0.94689536632528826177,180877.1370,5155
0.95101339253742032508,180870.1370,4135
0.95144309962042540995,180869.1370,4122
0.95208766024493303725,180861.1370,3315
0.95251736732793812212,180853.1370,5142
0.95291126548735944991,180832.1370,5314
0.952982883334526964054525,180830.1370,5113
0.953663252882618348424525,180828.1370,5145
0.954522667048628518154525,180774.1370,2152
0.954773329513714817664525,180726.1370,2341
0.955274654443887416674525,180703.1370,5413
0.959213636038100694624525,180636.1370,2124
0.959428489579603237054525,180634.1370,5121
0.959965623433359593134525,180569.1370,2331
0.960574375134283463364525,180516.1370,2141
0.960717610828618491654525,180491.1370,2451
0.962901955167227673064525,180368.1370,2421
0.964298503186994198884525,180299.1370,2143
0.966984172455775979304525,180056.1370,2313
0.967700350927451120754525,179938.1370,2232
0.968667191864212561704525,179735.1370,1144
0.969526606030222731434525,179665.1370,5324
0.970815727279237986034525,179658.1370,5211
0.974933753491370049344525,179604.1370,2115
0.974969562414953806416787,179595.1370,5111
0.975291842727207620066787,179550.1370,2351
0.976509346129055360526787,179489.1370,1511
0.982095538208121463796787,179395.1370,2113
0.985748048413664685166787,179310.1370,1113
0.986356800114588555396787,179301.1370,3212
0.986535844732507340756787,179290.1370,5124
0.988541144453197736806787,179192.1370,2422
0.988720189071116522166787,179180.1370,5415
0.990474826326720618706787,179087.1370,2135
0.993088877748334884986787,178932.1370,2145
0.993339540213421184496787,178925.1370,5152
0.993482775907756212786787,178924.1370,5123
0.994019909761512568866787,178908.1370,5313
0.994413807920933896656787,178817.1370,2252
0.999999999999999999926787,178712.1370,2114
